"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Pike County, Georgia",180.27247899161011,203.543487394978,23.271008403363062,23.271008403363062,0.0,13405.0,69.52857142857144,69.52857142857144,0.0,0.0,1.0,1963.0
"Pike County, Illinois",-137.0392857142857,-137.0392857142857,0.0,0.0,1.0,8802.0,57.67301228183351,63.78160956690226,6.108597285067815,6.108597285067815,0.0,2838.0
"Pike County, Indiana","","","","","",8418.0,-32.82602907344699,-91.31372028961778,-53.190368438557925,-63.785013989709114,0.0,2149.0
"Pike County, Kentucky",-663.3678571428571,-663.3678571428571,0.0,0.0,1.0,34768.0,"","","","","",9421.0
"Pike County, Mississippi",-284.57857142857137,-284.57857142857137,0.0,0.0,1.0,18438.0,111.49999999999999,111.49999999999999,0.0,0.0,1.0,6357.0
"Pike County, Missouri",-145.37857142857143,-145.37857142857143,0.0,0.0,1.0,9731.0,-93.43421137687255,-115.20360374919983,-21.769392372333563,-21.769392372333563,0.0,2393.0
"Pike County, Ohio","","","","","",16207.0,109.87827322632074,194.17045163363218,76.02860374584998,92.55575306833634,0.0,3813.0
"Pike County, Pennsylvania","","","","","",38997.0,177.10357142857143,177.10357142857143,0.0,0.0,1.0,10119.0
"Pima County, Arizona",6153.9960730448365,6995.28291855217,841.2868455074693,841.2868455074693,0.0,557342.0,2352.810714285714,2352.810714285714,0.0,0.0,1.0,210302.0
"Pinal County, Arizona",5588.121428571429,5588.121428571429,0.0,0.0,1.0,266835.0,1388.882142857143,1388.882142857143,0.0,0.0,1.0,53763.0
"Pine County, Minnesota",452.4809397161007,715.3683471679688,243.34410681095324,282.4307081180741,0.0,16932.0,40.32857142857143,40.32857142857143,0.0,0.0,1.0,5194.0
"Pinellas County, Florida",6764.381690368988,7568.957805430517,804.5761150614574,804.5761150614574,0.0,503423.0,1594.7678571428567,1594.7678571428567,0.0,0.0,1.0,232664.0
"Pipestone County, Minnesota",-38.07142857142857,-38.07142857142857,0.0,0.0,1.0,6082.0,24.07142857142857,24.07142857142857,0.0,0.0,1.0,1684.0
"Piscataquis County, Maine",-148.31785714285715,-148.31785714285715,0.0,0.0,1.0,9829.0,39.29642857142857,39.29642857142857,0.0,0.0,1.0,3483.0
"Pitkin County, Colorado",369.29151583713247,429.45974466712505,60.168228829993716,60.168228829993716,0.0,10187.0,-165.86649967682024,-207.59484486105794,-41.72834518422866,-41.72834518422866,0.0,5553.0
"Pitt County, North Carolina",-1864.1378636070294,-2187.6066742081894,-323.46881060117255,-323.46881060117255,0.0,75673.0,466.0392857142856,466.0392857142856,0.0,0.0,1.0,44421.0
"Pittsburg County, Oklahoma",-105.24642857142855,-105.24642857142855,0.0,0.0,1.0,25043.0,107.69633498042822,197.40017034485936,81.86409177460882,97.54357895426074,0.0,7021.0
"Pittsylvania County, Virginia",-486.57857142857137,-486.57857142857137,0.0,0.0,1.0,34212.0,124.2712346476983,133.34977375564995,9.078539107949242,9.078539107949242,1.0,9396.0
"Piute County, Utah","","","","","",1158.0,"","","","","",214.0
"Placer County, California",3898.6357142857146,3898.6357142857146,0.0,0.0,1.0,281311.0,781.1035714285714,781.1035714285714,0.0,0.0,1.0,57070.0
"Plaquemines Parish, Louisiana",796.6434558779001,1080.8574722260237,266.4511958287767,301.97683685422817,0.0,16129.0,-125.07659987072111,-142.55365223012632,-17.477052359406567,-17.477052359406567,0.0,2233.0
"Platte County, Missouri",969.5214285714286,969.5214285714286,0.0,0.0,1.0,69056.0,399.72142857142865,399.72142857142865,0.0,0.0,1.0,18391.0
"Platte County, Nebraska",-342.27327251434326,-579.7004163712263,-218.71202317118878,-256.14226449946,0.0,22387.0,41.95714285714285,41.95714285714285,0.0,0.0,1.0,5298.0
"Platte County, Wyoming",-110.268784083426,-225.69306403398514,-105.74051925281674,-125.10804062221723,0.0,6083.0,"","","","","",1742.0
"Pleasants County, West Virginia","","","","","",4509.0,"","","","","",968.0
"Plumas County, California",196.96494828702998,246.6073206205765,49.64237233354974,49.64237233354974,0.0,11049.0,-47.72857142857143,-47.72857142857143,0.0,0.0,1.0,3645.0
"Plymouth County, Iowa",340.3813833226159,405.6354234001774,65.25404007757037,65.25404007757037,0.0,18663.0,"","","","","",3432.0
"Plymouth County, Massachusetts",1632.3821428571423,1632.3821428571423,0.0,0.0,1.0,343194.0,631.0071428571429,631.0071428571429,0.0,0.0,1.0,72087.0
"Pocahontas County, Iowa",-40.614285714285714,-40.614285714285714,0.0,0.0,1.0,4406.0,"","","","","",1487.0
"Pocahontas County, West Virginia",-124.62142857142855,-124.62142857142855,0.0,0.0,1.0,4395.0,-75.00405623788538,-89.30770846800806,-14.3036522301232,-14.3036522301232,0.0,1342.0
"Poinsett County, Arkansas",-122.33571428571427,-122.33571428571427,0.0,0.0,1.0,12351.0,232.332692307682,268.96730769230635,36.6346153846152,36.6346153846152,0.0,3885.0
"Pointe Coupee Parish, Louisiana",-289.32857142857137,-289.32857142857137,0.0,0.0,1.0,10587.0,72.21428571428572,72.21428571428572,0.0,0.0,1.0,3859.0
"Polk County, Arkansas",-102.36032313108444,-194.47035686671734,-82.66445807526907,-101.55560940801661,0.0,12616.0,46.05,46.05,0.0,0.0,1.0,3251.0
"Polk County, Florida",4999.517857142858,4999.517857142858,0.0,0.0,1.0,413731.0,2217.4285714285716,2217.4285714285716,0.0,0.0,1.0,110322.0
"Polk County, Georgia","","","","","",26351.0,-336.6633870154619,-551.030253008008,-197.51373630628223,-231.21999573298672,0.0,5335.0
"Polk County, Iowa",1869.8535714285713,1869.8535714285713,0.0,0.0,1.0,285994.0,2149.0642857142852,2149.0642857142852,0.0,0.0,1.0,97741.0
"Polk County, Minnesota",-66.25357142857142,-66.25357142857142,0.0,0.0,1.0,19391.0,-54.69174208145705,-71.44691338074335,-16.75517129928895,-16.75517129928895,0.0,5407.0
"Polk County, Missouri",711.6056060940027,1093.9420277923346,353.75296265262295,410.91988070262596,0.0,20095.0,-97.13127020040702,-120.84183904332895,-23.710568842922314,-23.710568842922314,0.0,4608.0
"Polk County, Nebraska","","","","","",3698.0,"","","","","",727.0
"Polk County, North Carolina",-171.54859405303432,-212.4572882999637,-40.90869424693165,-40.90869424693165,0.0,12556.0,-93.32873881980777,-160.67617650330067,-62.27397111827304,-72.42090425148126,0.0,3733.0
"Polk County, Oregon",504.9178571428571,504.9178571428571,0.0,0.0,1.0,54008.0,203.1071428571428,203.1071428571428,0.0,0.0,1.0,13531.0
"Polk County, Tennessee",-165.4123141564487,-198.53222365870897,-33.11990950226386,-33.11990950226386,0.0,10973.0,145.41990950227773,165.28513251456025,19.865223012282744,19.865223012282744,0.0,2690.0
"Polk County, Texas",412.06785714285706,412.06785714285706,0.0,0.0,1.0,28374.0,4.91729823872447,-61.417336866259575,-58.44807150438646,-74.22119870388633,0.0,6517.0
"Polk County, Wisconsin",471.2960407240316,556.9888332256523,85.69279250161819,85.69279250161819,0.0,29769.0,62.35714285714287,62.35714285714287,0.0,0.0,1.0,7208.0
"Ponce Municipio, Puerto Rico",-2349.274999999999,-2349.274999999999,0.0,0.0,1.0,55430.0,331.8607142857143,331.8607142857143,0.0,0.0,1.0,22307.0
"Pondera County, Montana",72.68477698772767,93.88581124758639,21.201034259858165,21.201034259858165,0.0,3622.0,29.72057894617319,48.52517386060208,17.084195215664295,20.52499461255229,0.0,860.0
"Pontotoc County, Mississippi",590.5573206205736,659.5031835811678,68.94586296057142,68.94586296057142,0.0,21113.0,-57.02294764059479,-73.22915319974709,-16.206205559147406,-16.206205559147406,0.0,3338.0
"Pontotoc County, Oklahoma","","","","","",21823.0,-171.88629605689493,-195.57925016161607,-23.692954104718943,-23.692954104718943,0.0,5995.0
"Pope County, Arkansas",576.8517185747623,872.147110953927,272.9923506754276,317.5984341343283,0.0,38140.0,-608.6048218905926,-959.2981889247894,-325.30020465521375,-376.08652944036294,0.0,9696.0
"Pope County, Illinois",-132.61751777635072,-148.52281835812028,-15.905300581772,-15.905300581772,0.0,2180.0,"","","","","",508.0
"Pope County, Minnesota",163.09937356039882,223.78251475282013,56.98712560821332,64.37915677968704,0.0,7872.0,22.296428571428574,22.296428571428574,0.0,0.0,1.0,2065.0
"Poquoson city, Virginia",269.5490142210765,303.6089689722139,34.05995475113213,34.05995475113213,0.0,10128.0,-138.85455720750178,-161.90174531351659,-23.04718810601217,-23.04718810601217,0.0,893.0
"Portage County, Ohio",-357.6607142857142,-357.6607142857142,0.0,0.0,1.0,92715.0,325.87499999999994,325.87499999999994,0.0,0.0,1.0,31475.0
"Portage County, Wisconsin",-187.18571428571425,-187.18571428571425,0.0,0.0,1.0,41939.0,151.16785714285712,151.16785714285712,0.0,0.0,1.0,15601.0
"Porter County, Indiana",1558.717182815075,2081.5975605249405,488.831986590405,556.9287688956829,0.0,112246.0,450.2785714285714,450.2785714285714,0.0,0.0,1.0,27949.0
"Portsmouth city, Virginia",409.8671299289563,520.5009372980567,110.633807369104,110.633807369104,0.0,41245.0,279.5857142857143,279.5857142857143,0.0,0.0,1.0,19437.0
"Posey County, Indiana",139.69395604398596,172.10604395607515,32.41208791208926,32.41208791208926,0.0,18113.0,-77.16763500496745,-131.28225646913052,-49.89937510531672,-58.329867815384205,0.0,3312.0
"Pottawatomie County, Kansas",336.44999999999993,336.44999999999993,0.0,0.0,1.0,19544.0,148.32603746652603,217.4103763140738,63.81636499353044,74.35231270656004,0.0,2871.0
"Pottawatomie County, Oklahoma",259.9948610213469,287.6832902391907,27.688429217843016,27.688429217843016,0.0,43626.0,116.91071428571426,116.91071428571426,0.0,0.0,1.0,9976.0
"Pottawattamie County, Iowa",-176.5892857142857,-176.5892857142857,0.0,0.0,1.0,53295.0,201.67499999999998,201.67499999999998,0.0,0.0,1.0,16537.0
"Potter County, Pennsylvania",-69.625,-69.625,0.0,0.0,1.0,10666.0,-24.51329993536092,-32.073254686492874,-7.559954751131582,-7.559954751131582,0.0,2761.0
"Potter County, South Dakota",68.46976405947498,77.5546056884341,9.084841628959552,9.084841628959552,0.0,1828.0,"","","","","",400.0
"Potter County, Texas",-839.8719133807463,-959.8541370394523,-119.9822236586933,-119.9822236586933,0.0,60083.0,"","","","","",18520.0
"Powder River County, Montana",42.572220426634885,50.09080478345459,7.518584356819898,7.518584356819898,0.0,1198.0,-22.578859909437597,-31.96044074371457,-8.851917687038167,-9.911243981588996,0.0,282.0
"Powell County, Kentucky",443.05431480286643,515.5389625081152,72.48464770523934,72.48464770523934,0.0,8067.0,-15.498121831566095,21.659539941698313,32.9759749937366,41.339348549394344,0.0,1426.0
"Powell County, Montana","","","","","",3553.0,78.59396039322019,128.91692418977618,46.08031673259393,54.56561085055728,0.0,913.0
"Power County, Idaho",154.45712669684144,183.19581447965174,28.73868778280519,28.73868778280519,0.0,5568.0,-70.954235246405,-117.16606997326016,-42.86360697683813,-49.560062482569265,0.0,930.0
"Poweshiek County, Iowa",-88.54285714285714,-88.54285714285714,0.0,0.0,1.0,10636.0,45.103571428571435,45.103571428571435,0.0,0.0,1.0,3868.0
"Powhatan County, Virginia",288.07499999999993,288.07499999999993,0.0,0.0,1.0,21379.0,89.275,89.275,0.0,0.0,1.0,2980.0
"Prairie County, Arkansas",-64.97857142857143,-64.97857142857143,0.0,0.0,1.0,4875.0,"","","","","",1472.0
"Prairie County, Montana",-66.57726244344303,-77.83954427925346,-11.2622818358114,-11.2622818358114,0.0,819.0,8.385714285714284,8.385714285714284,0.0,0.0,1.0,280.0
"Pratt County, Kansas",-341.4133807369217,-384.27989657402213,-42.86651583710492,-42.86651583710492,0.0,5063.0,23.246331609567733,24.928458306400444,1.6821266968326893,1.6821266968326893,1.0,1765.0
"Preble County, Ohio",-152.83571428571426,-152.83571428571426,0.0,0.0,1.0,26912.0,52.06785714285715,52.06785714285715,0.0,0.0,1.0,6072.0
"Prentiss County, Mississippi","","","","","",14552.0,-25.973626373630395,-38.72637362637761,-12.752747252747312,-12.752747252747312,0.0,3388.0
"Presidio County, Texas",348.69412080943584,580.3058961480856,213.2207496944029,250.00280097742507,0.0,4093.0,106.85345830641018,119.13141564319085,12.277957336781474,12.277957336781474,0.0,1371.0
"Presque Isle County, Michigan",59.66468972205621,75.55463800906364,15.889948287008416,15.889948287008416,0.0,8906.0,133.39698600955307,188.73315636441112,51.69790992312301,58.97443078815013,0.0,2311.0
"Preston County, West Virginia",-59.49450171738863,19.64099344611168,70.01960778778448,88.25138254756166,0.0,20604.0,49.27499999999999,49.27499999999999,0.0,0.0,1.0,4919.0
"Price County, Wisconsin",-111.21071428571429,-111.21071428571429,0.0,0.0,1.0,8555.0,86.53299935359246,96.34683257919096,9.813833225598604,9.813833225598604,0.0,3158.0
"Prince Edward County, Virginia",-194.82142857142856,-194.82142857142856,0.0,0.0,1.0,8852.0,72.15714285714284,72.15714285714284,0.0,0.0,1.0,4070.0
"Prince George County, Virginia",-159.44521654816344,-211.4539431157027,-52.00872656754845,-52.00872656754845,0.0,23990.0,143.34285714285713,143.34285714285713,0.0,0.0,1.0,3939.0
"Prince George's County, Maryland",4336.567857142855,4336.567857142855,0.0,0.0,1.0,480367.0,1632.7714285714285,1632.7714285714285,0.0,0.0,1.0,157304.0
"Prince William County, Virginia",5795.424999999998,5795.424999999998,0.0,0.0,1.0,331746.0,789.3999999999999,789.3999999999999,0.0,0.0,1.0,47039.0
"Prince of Wales-Hyder Census Area, Alaska",-181.2261388041079,-261.0770239941776,-74.29853476297285,-85.40323561761033,0.0,3256.0,-4.309405300582512,-6.2502585649654065,-1.9408532643827665,-1.9408532643827665,0.0,1040.0
"Providence County, Rhode Island",5724.660746606998,6557.07622818416,832.4154815772698,832.4154815772698,0.0,328378.0,2152.2823044603574,2372.3597123465734,220.07740788622766,220.07740788622766,0.0,128607.0
"Prowers County, Colorado",120.29907886232832,149.33285391081154,29.033775048481022,29.033775048481022,0.0,7587.0,"","","","","",1687.0
"Pueblo County, Colorado","","","","","",88622.0,429.40714285714284,429.40714285714284,0.0,0.0,1.0,30647.0
"Pulaski County, Arkansas","","","","","",200108.0,1035.653571428571,1035.653571428571,0.0,0.0,1.0,84017.0
"Pulaski County, Georgia",-344.71927925018826,-385.1790400775935,-40.45976082741048,-40.45976082741048,0.0,3777.0,"","","","","",1321.0
"Pulaski County, Illinois",-76.00357142857142,-76.00357142857142,0.0,0.0,1.0,2595.0,"","","","","",979.0
"Pulaski County, Indiana",-187.77857142857147,-187.77857142857147,0.0,0.0,1.0,7416.0,46.58214285714285,46.58214285714285,0.0,0.0,1.0,2100.0
"Pulaski County, Kentucky","","","","","",37801.0,133.25714285714284,133.25714285714284,0.0,0.0,1.0,10500.0
"Pulaski County, Missouri",197.88571428571433,197.88571428571433,0.0,0.0,1.0,29572.0,480.5863214582205,780.5508044958115,274.83866605572985,325.0903000427934,0.0,6718.0
"Pulaski County, Virginia",-372.2489980607643,-411.3333548804221,-39.08435681965086,-39.08435681965086,0.0,19294.0,253.45659340661223,282.57197802199516,29.11538461538575,29.11538461538575,0.0,6641.0
"Pushmataha County, Oklahoma",-359.2213139459491,-536.3539451360703,-164.2935789172625,-189.97168349221465,0.0,6529.0,53.04035833105445,113.19501248374581,54.96121523772672,65.34809306633542,0.0,1657.0
"Putnam County, Florida","","","","","",35392.0,251.14999999999998,251.14999999999998,0.0,0.0,1.0,15174.0
"Putnam County, Georgia",87.95357142857144,87.95357142857144,0.0,0.0,1.0,13915.0,100.19285714285714,100.19285714285714,0.0,0.0,1.0,3663.0
"Putnam County, Illinois",-54.60714285714286,-54.60714285714286,0.0,0.0,1.0,3805.0,"","","","","",872.0
"Putnam County, Indiana",419.9016483516898,513.7697802198236,93.8681318681325,93.8681318681325,0.0,21552.0,-121.43108170479536,-240.4902463555336,-109.30790773941408,-128.810421565664,0.0,5271.0
"Putnam County, Missouri",-43.98571428571428,-43.98571428571428,0.0,0.0,1.0,2946.0,158.931245919317,220.14047703891993,57.090767064946704,65.3276951701082,0.0,921.0
"Putnam County, New York",-341.25357142857143,-341.25357142857143,0.0,0.0,1.0,68797.0,-123.25615622848272,-250.20081610232592,-116.98136173075181,-136.90795801159402,0.0,10631.0
"Putnam County, Ohio","","","","","",26532.0,-11.397188106015165,-18.428862314160142,-7.031674208145148,-7.031674208145148,0.0,4194.0
"Putnam County, Tennessee",871.1578215902264,982.7043632838177,111.54654169360045,111.54654169360045,0.0,44977.0,301.7678571428571,301.7678571428571,0.0,0.0,1.0,15898.0
"Putnam County, West Virginia",101.38157724629855,135.12850678733957,33.746929541048516,33.746929541048516,0.0,39029.0,107.16785714285713,107.16785714285713,0.0,0.0,1.0,7609.0
"Quay County, New Mexico",-107.52499999999999,-107.52499999999999,0.0,0.0,1.0,3786.0,127.59780219780441,143.63076923077097,16.032967032967075,16.032967032967075,0.0,2163.0
"Quebradillas Municipio, Puerto Rico",-310.71071428571423,-310.71071428571423,0.0,0.0,1.0,11412.0,77.79642857142856,77.79642857142856,0.0,0.0,1.0,3078.0
"Queen Anne's County, Maryland",198.25357142857143,198.25357142857143,0.0,0.0,1.0,35113.0,223.98954427926947,246.7062540400948,22.716709760828515,22.716709760828515,0.0,6092.0
"Queens County, New York",5795.749999999999,5795.749999999999,0.0,0.0,1.0,1345655.0,2036.7892857142851,2036.7892857142851,0.0,0.0,1.0,352359.0
"Quitman County, Georgia",-35.74285714285714,-35.74285714285714,0.0,0.0,1.0,1017.0,"","","","","",451.0
"Quitman County, Mississippi",-103.60357142857143,-103.60357142857143,0.0,0.0,1.0,2060.0,-97.47256370447576,-134.82330526597798,-34.66478127709706,-40.036701840559545,0.0,1168.0
"Rabun County, Georgia",195.96435035551258,233.7953135100106,37.83096315449229,37.83096315449229,0.0,10171.0,"","","","","",3130.0
"Racine County, Wisconsin",-491.592857142857,-491.592857142857,0.0,0.0,1.0,111469.0,841.4120071105717,929.2098416289664,87.79783451841985,87.79783451841985,0.0,34904.0
"Radford city, Virginia","","","","","",6018.0,-304.3288946347893,-357.6979961215402,-53.36910148674952,-53.36910148674952,0.0,5251.0
"Rains County, Texas",185.3463962508249,206.2166289592933,20.87023270846961,20.87023270846961,0.0,7793.0,-36.68220633268356,-71.25272812880576,-31.795194995442216,-37.34584859036477,0.0,1765.0
"Raleigh County, West Virginia",-467.90714285714284,-467.90714285714284,0.0,0.0,1.0,41315.0,"","","","","",12408.0
"Ralls County, Missouri",84.22682611506752,103.50510665805632,19.278280542985964,19.278280542985964,0.0,7202.0,"","","","","",1295.0
"Ramsey County, Minnesota",1454.1535714285715,1454.1535714285715,0.0,0.0,1.0,287653.0,1097.5964285714285,1097.5964285714285,0.0,0.0,1.0,121429.0
"Ramsey County, North Dakota","","","","","",6932.0,45.93571428571428,45.93571428571428,0.0,0.0,1.0,2577.0
"Randall County, Texas",1193.0535714285713,1193.0535714285713,0.0,0.0,1.0,92717.0,323.5285714285714,323.5285714285714,0.0,0.0,1.0,22046.0
"Randolph County, Alabama","","","","","",13150.0,"","","","","",2908.0
"Randolph County, Arkansas",204.11779250163818,252.82254363286484,48.704751131221656,48.704751131221656,0.0,11493.0,120.33676470589126,134.1792016806794,13.842436974790846,13.842436974790846,0.0,3075.0
"Randolph County, Georgia",-137.34642857142853,-137.34642857142853,0.0,0.0,1.0,1866.0,"","","","","",1128.0
"Randolph County, Illinois",-242.85714285714283,-242.85714285714283,0.0,0.0,1.0,16321.0,-55.69227537169354,-71.2850355526898,-15.592760180995999,-15.592760180995999,0.0,4663.0
"Randolph County, Indiana",-201.80357142857142,-201.80357142857142,0.0,0.0,1.0,14706.0,70.53571428571429,70.53571428571429,0.0,0.0,1.0,4563.0
"Randolph County, Missouri",-790.3710629791021,-1041.609723776579,-236.6494828115392,-265.8278387679893,0.0,12332.0,367.7099773660302,505.0122380107641,128.24525965224893,146.35926166331774,0.0,4076.0
"Randolph County, North Carolina","","","","","",89238.0,203.34285714285713,203.34285714285713,0.0,0.0,1.0,21243.0
"Randolph County, West Virginia",-251.81071428571428,-251.81071428571428,0.0,0.0,1.0,15009.0,76.575,76.575,0.0,0.0,1.0,4762.0
"Rankin County, Mississippi",1108.7142857142858,1108.7142857142858,0.0,0.0,1.0,100686.0,347.4107142857143,347.4107142857143,0.0,0.0,1.0,21143.0
"Ransom County, North Dakota",29.31229799612629,37.74232385262076,8.430025856496467,8.430025856496467,0.0,3712.0,-17.85192307692705,-22.805219780222615,-4.953296703296629,-4.953296703296629,0.0,1006.0
"Rapides Parish, Louisiana",-541.8892857142857,-541.8892857142857,0.0,0.0,1.0,67311.0,114.06785714285711,114.06785714285711,0.0,0.0,1.0,20235.0
"Rappahannock County, Virginia",-169.224854557222,-187.98018745960871,-18.755332902392404,-18.755332902392404,0.0,4528.0,"","","","","",1097.0
"Ravalli County, Montana",1009.8516483516723,1130.3626373626757,120.51098901098985,120.51098901098985,0.0,30457.0,94.52524740993977,209.5805784612894,103.05715355932625,127.05350851282128,0.0,7021.0
"Rawlins County, Kansas",-40.003264382678026,-46.78833225598282,-6.785067873303157,-6.785067873303157,0.0,1727.0,"","","","","",438.0
"Ray County, Missouri",-151.37857142857146,-151.37857142857146,0.0,0.0,1.0,14903.0,"","","","","",3145.0
"Reagan County, Texas","","","","","",2494.0,-32.17760180995538,-36.78458306399625,-4.6069812540402335,-4.6069812540402335,0.0,195.0
"Real County, Texas",-35.57857142857142,-35.57857142857142,0.0,0.0,1.0,1424.0,"","","","","",334.0
"Red Lake County, Minnesota",-14.332142857142856,-14.332142857142856,0.0,0.0,1.0,2564.0,"","","","","",639.0
"Red River County, Texas",193.79484486105503,236.72196186170913,42.92711700064779,42.92711700064779,0.0,7898.0,"","","","","",1690.0
"Red River Parish, Louisiana",-60.810714285714276,-60.810714285714276,0.0,0.0,1.0,4056.0,-90.59171844273806,-127.15979822911322,-34.52364791157561,-38.612511661855024,0.0,1206.0
"Red Willow County, Nebraska",-73.79642857142858,-73.79642857142858,0.0,0.0,1.0,6836.0,"","","","","",2098.0
"Redwood County, Minnesota",42.33085003232554,61.96158694247424,19.63073691014815,19.63073691014815,0.0,10238.0,33.839362954720855,55.43367632199079,19.63660849000189,23.552018243871316,0.0,2484.0
"Reeves County, Texas",-342.6542340013111,-407.2608920491475,-64.60665804783527,-64.60665804783527,0.0,6363.0,59.328571428571415,59.328571428571415,0.0,0.0,1.0,2188.0
"Refugio County, Texas",-78.19285714285712,-78.19285714285712,0.0,0.0,1.0,3411.0,14.464285714285712,14.464285714285712,0.0,0.0,1.0,961.0
"Reno County, Kansas",-1001.0895765998575,-1130.3289107950695,-129.2393341952187,-129.2393341952187,0.0,35271.0,161.3892857142857,161.3892857142857,0.0,0.0,1.0,11964.0
"Rensselaer County, New York",-529.4571428571428,-529.4571428571428,0.0,0.0,1.0,85242.0,326.37857142857143,326.37857142857143,0.0,0.0,1.0,34267.0
"Renville County, Minnesota",-158.73571428571427,-158.73571428571427,0.0,0.0,1.0,8977.0,25.375000000000004,25.375000000000004,0.0,0.0,1.0,2648.0
"Renville County, North Dakota",-69.32041047188613,-77.57202650291583,-8.251616031028279,-8.251616031028279,0.0,1525.0,"","","","","",335.0
"Republic County, Kansas",-90.31163351610303,-138.2020037472248,-43.72338933157516,-52.057351122206455,0.0,3094.0,"","","","","",914.0
"Reynolds County, Missouri",-153.0376858435775,-175.56063348417229,-22.522947640595078,-22.522947640595078,0.0,3460.0,24.77264059470326,33.871056884294376,9.09841628959267,9.09841628959267,0.0,1063.0
"Rhea County, Tennessee","","","","","",19287.0,-241.50349062703026,-279.66121525534254,-38.15772462831263,-38.15772462831263,0.0,4381.0
"Rice County, Kansas",78.89200012385845,139.35433762148023,55.73615600701305,65.18851900318987,0.0,6157.0,"","","","","",1425.0
"Rice County, Minnesota","","","","","",38654.0,131.42499999999998,131.42499999999998,0.0,0.0,1.0,9688.0
"Rich County, Utah",104.89085326438726,117.27385261797463,12.382999353587735,12.382999353587735,0.0,2118.0,"","","","","",172.0
"Richardson County, Nebraska",-117.44151583711573,-128.60974466711195,-11.168228829994522,-11.168228829994522,0.0,4815.0,"","","","","",1561.0
"Richland County, Illinois",-137.93928571428572,-137.93928571428572,0.0,0.0,1.0,9251.0,"","","","","",2840.0
"Richland County, Montana",-97.55150290887832,-124.3535391079713,-26.802036199096097,-26.802036199096097,0.0,7058.0,55.03571428571426,55.03571428571426,0.0,0.0,1.0,2298.0
"Richland County, North Dakota",-89.49642857142855,-89.49642857142855,0.0,0.0,1.0,9305.0,52.503571428571426,52.503571428571426,0.0,0.0,1.0,3516.0
"Richland County, Ohio",-610.9964285714287,-610.9964285714287,0.0,0.0,1.0,69472.0,385.5999999999999,385.5999999999999,0.0,0.0,1.0,23467.0
"Richland County, South Carolina",1123.5928571428572,1123.5928571428572,0.0,0.0,1.0,191361.0,1207.6892857142852,1207.6892857142852,0.0,0.0,1.0,84973.0
"Richland County, Wisconsin",-140.53571428571425,-140.53571428571425,0.0,0.0,1.0,10624.0,42.346428571428575,42.346428571428575,0.0,0.0,1.0,3318.0
"Richland Parish, Louisiana",-178.8142857142857,-178.8142857142857,0.0,0.0,1.0,9976.0,-150.6044980585575,-230.762339387089,-74.58688859077301,-85.728794070812,0.0,2472.0
"Richmond County, Georgia",-528.3428571428572,-528.3428571428572,0.0,0.0,1.0,78802.0,511.8892857142857,511.8892857142857,0.0,0.0,1.0,40015.0
"Richmond County, New York",-1118.1996117830276,-2395.8671313524246,-1160.1521223319578,-1395.1829166992102,0.0,323474.0,366.41785714285714,366.41785714285714,0.0,0.0,1.0,54117.0
"Richmond County, North Carolina",-346.1178571428571,-346.1178571428571,0.0,0.0,1.0,20231.0,-47.64941297471523,-13.29517001658678,29.26368237740826,39.44480354433472,0.0,7141.0
"Richmond County, Virginia",-272.97040612995625,-446.33588045090437,-159.74493636356783,-186.9860122830214,0.0,4943.0,120.41857152059674,158.23694758303463,35.75942684333859,39.87732528493507,0.0,1163.0
"Richmond city, Virginia",943.7571428571426,943.7571428571426,0.0,0.0,1.0,74119.0,1516.6821428571425,1516.6821428571425,0.0,0.0,1.0,77836.0
"Riley County, Kansas",-673.9622333549487,-761.7755817712459,-87.81334841629395,-87.81334841629395,0.0,31427.0,-322.76813186809886,-394.96043956041103,-72.19230769230647,-72.19230769230647,0.0,21251.0
"RincÃ³n Municipio, Puerto Rico",-158.57500000000002,-158.57500000000002,0.0,0.0,1.0,7543.0,59.44285714285714,59.44285714285714,0.0,0.0,1.0,2276.0
"Ringgold County, Iowa",-37.425,-37.425,0.0,0.0,1.0,3128.0,"","","","","",762.0
"Rio Arriba County, New Mexico",-359.29285714285714,-359.29285714285714,0.0,0.0,1.0,19058.0,151.34285714285713,151.34285714285713,0.0,0.0,1.0,6855.0
"Rio Blanco County, Colorado","","","","","",4268.0,"","","","","",992.0
"Rio Grande County, Colorado","","","","","",6599.0,-58.88821913381253,-72.60589851325858,-13.71767937944447,-13.71767937944447,0.0,1750.0
"Ripley County, Indiana",-108.86071428571428,-108.86071428571428,0.0,0.0,1.0,18794.0,45.46785714285714,45.46785714285714,0.0,0.0,1.0,4256.0
"Ripley County, Missouri",-188.86071428571427,-188.86071428571427,0.0,0.0,1.0,6881.0,-152.12331932773668,-178.1968487395061,-26.073529411765097,-26.073529411765097,0.0,1508.0
"Ritchie County, West Virginia",-282.63111993670464,-403.0434053093195,-110.96859508490888,-129.8559756788818,0.0,5794.0,-97.92041047188832,-110.24345507434555,-12.32304460245708,-12.32304460245708,0.0,1141.0
"Riverside County, California",16368.010714285714,16368.010714285714,0.0,0.0,1.0,1559496.0,2368.4571428571426,2368.4571428571426,0.0,0.0,1.0,253954.0
